INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Universidade do Estado de Minas Gerais,2011,03,03,03,Licenciatura em Música,GRADUACAO,['Orientadora pedagógica dos bolsistas do Programa Escola Integrada (oficinas de música)']
Universidade do Estado de Minas Gerais,2011,12,12,12,CURSO DE PÓS - GRADUAÇÃO LATO SENSU - PRINCÍPIOS E,ESPECIALIZACAO,['Pedagogia da Educação Musical']
Universidade do Estado de Minas Gerais,2012,07,07,07,Licenciatura em Música,GRADUACAO,['Coordenadora de área do subprojeto Música PIBID/UEMG']
Universidade do Estado de Minas Gerais,2014,10,10,10,Licenciatura em Música,GRADUACAO,"['Prática em Pesquisa I', 'Prática em Pesquisa II', 'Prática em Pesquisa III']"
Universidade do Estado de Minas Gerais,2015,10,10,10,Programa de Pós-Graduação Stricto Sensu em Artes,POS-GRADUACAO,"['Mediação em arte, cultura e educação']"
Universidade Federal de Minas Gerais,2017,11,11,11,Abi - Música,GRADUACAO,['Práticas coletivas musicais juvenis']
Universidade Federal de Minas Gerais,2018,12,12,12,Abi - Música,GRADUACAO,"['Análise da Prática e Estágio II', 'Aula de Música na Educação Básica', 'Monografia/TCC - 30 H/A ? 2 créditos / obrigatória ? Licenciatura']"
Universidade Federal de Minas Gerais,2018,12,12,12,Abi - Música,GRADUACAO,"['Análise da Prática e Estagio II ? 45 H/A ? 3 créditos/obrigatória ? Licenciatura', 'Projetos de Ensino B: Aulas de Música na Educação Básica', 'Monografia/TCC - 30 H/A ? 2 créditos / obrigatória ? Licenciatura']"
Universidade Federal de Minas Gerais,2018,12,12,12,Música,POS-GRADUACAO,['Tópicos em Música B: Diálogos entre etnomusicologia e educação musical']
Universidade Federal de Minas Gerais,2018,07,07,07,Abi - Música,GRADUACAO,"['Analise da Pratica e Estagio I', 'Aulas de Música na Educação Básica', 'Produção de Projetos Pedagógicos']"
Universidade Federal de Minas Gerais,2018,07,07,07,Música,POS-GRADUACAO,['Diálogos entre Educação Musical e Etnomusicologia']
Universidade Federal de Minas Gerais,2019,07,07,07,Abi - Música,GRADUACAO,"['?&amp;amp;#09;Produção de Projetos Pedagógicos ? 60 H/A ? 4 créditos/obrigatória - Licenciatura', 'Análise da Prática e Estagio I ? 45 H/A ? 3 créditos/obrigatória ? Licenciatura', 'Monografia/TCC - 30 H/A ? 2 créditos / obrigatória ? Licenciatura']"
Universidade Federal de Minas Gerais,2019,12,12,12,Música,POS-GRADUACAO,['Estudos Orientados: Formação de professores de música: Diálogos entre teoria e prática - 30 H/A ? 2 créditos / obrigatória']
Universidade Federal de Minas Gerais,2019,12,12,12,Abi - Música,GRADUACAO,"['Análise da Prática e Estagio I ? 45 H/A ? 3 créditos/obrigatória ? Licenciatura', 'Monografia/TCC - 30 H/A ? 2 créditos / obrigatória ? Licenciatura']"
Universidade Federal de Minas Gerais,2019,,ATUAL,ATUAL,Música,POS-GRADUACAO,"['Mestrado / doutorado: Seminários Linha Educação Musical  ? 15 H/A ? 01 crédito', 'Mestrado / doutorado: Tópicos em Música B: Diálogos entre Etnomusicologia e Educação Musical ? 45 H/A ? 3 créditos']"
Universidade Federal de Minas Gerais,2019,12,12,12,Abi - Música,GRADUACAO,['Prática de Ensino e Estágio II']
Universidade Federal de Minas Gerais,2019,12,12,12,Música,POS-GRADUACAO,"['Tópicos Especiais: Diálogos entre Educação Musical e Etnomusicologia', 'Seminários da Linha de Educação Musical']"
Universidade Federal de Minas Gerais,2020,,ATUAL,ATUAL,Abi - Música,GRADUACAO,"['Analise da Prática e Estágio I', 'Produção de Projetos Pedagógicos']"
Universidade Federal de Minas Gerais,2020,08,08,08,Música,POS-GRADUACAO,"['Formação de professores: Música na Educação Infantil', 'Formação de Professores: Música nos anos finais do Ensino Fundamental e Ensino Medio']"
Universidade Federal de Minas Gerais,2020,03,03,03,Abi - Música,GRADUACAO,['Seminários Interartes: Música na educação básica']
Universidade Federal de Minas Gerais,2021,02,02,02,Música,POS-GRADUACAO,['Pesquisa em Educação Musical']
